Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Germany","DEU","8894434525.73077","39119989335.0549","73425737348.9891","79277035282.1621","174577759749.777","168669762608.693","170591746914.135","177782813657.86","151899047477.783","156629619368.106","167332644524.738","182896971900.984","182203069876.227","181528284214.998","199971924719.607"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Ghana","GHA","82181608.6957799","115085062.240664","161749434.059544","221623710.453049","3110127133.28949","3130078988.58567","3566639874.18996","2203629880.53","2033900265.77856","2290275010.1867","2437556104.40313","2727802143.89389","2781155593.74813","3003950941.0394","3210252833.92472"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Gibraltar","GIB","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Greece","GRC","","","","","8594790051.88045","7633055141.52202","7481230639.09747","7430691286.67725","6138353300.15198","6756997762.92378","6122858369.12136","6726724756.11911","6368166038.07197","5885864650.16207","6697638208.87311"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Greenland","GRL","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Grenada","GRD","","5410675.45293448","14273739.0888889","23050440.9333336","28008120.8333333","28709998.6111111","30634979.1666667","31076250","33002670.8333333","36173140.2777778","37651916.6666666","39449094.4444444","41160150","36409136.1111111","39631141.6666665"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Guam","GUM","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Guatemala","GTM","31718600","127207830.4512","89453102.6082305","357998206.386725","1344397941.70499","1427927432.04657","1469999292.72477","1670630206.66396","1813044949.14244","1895243897.25919","2020678259.86392","2125231877.86858","2337521640.69215","2439263862.61792","2578912156.20846"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Guinea","GIN","","","45419063.3402819","55814731.7703912","215516608.425052","193914483.552515","244723633.043561","186341827.895455","194077341.254","191764254.430407","210038417.40588","247748978.670617","243430986.442765","307540353.484809","339954492.74312"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Guinea-Bissau","GNB","2032110.14617125","4190375.05001432","6467136.26525221","7916691.34573635","14381408.4432294","13726259.1915524","11902214.3566021","12670688.0326022","12456213.3765621","14021406.2691274","15694018.4888593","16860600.9763316","17052214.4148173","16892558.1928677","19033605.0364994"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Guyana","GUY","9615450","32878535.132245","16493899.6123057","44111914.8419088","115616536.963643","119342042.249324","122533198.595481","121305989.513934","125692488.262082","130760001.258111","138311554.153414","138989121.831225","149712213.043837","156602218.910887","223512287.525947"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Haiti","HTI","","16250806.0935","44990961.123496","99456476.4160717","190695186.013301","201174027.861256","218283122.62718","222000968.864106","217403010.959523","205151485.803511","220622744.654049","241250236.359661","216843316.383333","212477748.29087","306471473.94594"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Honduras","HND","20311600","110349641.334","187845427.078892","272804817.374304","999221716.633919","1059728461.34913","1088507282.66958","1150084016.44812","1237483386.34416","1278495339.61025","1374950082.81141","1403568730.3108","1462376314.33992","1403389523.99936","1656676602.94712"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Hong Kong SAR, China","HKG","79483985.5960363","549331024.235596","1670877269.91527","5570522981.58834","7146781292.4514","7538797844.93335","7948923064.94044","8417189274.6247","8916279909.13353","9307152392.26053","10076196269.9859","10722180356.5696","10791878271.0894","10329520263.6098","11192311454.2713"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Hungary","HUN","","","","2075383549.56114","6037565225.43581","5102124334.54408","5415407533.24562","5925475583.26867","5269329156.82879","5493783757.66564","5936376734.38156","6420006122.88558","6207058144.90849","5965780593.54863","6847295509.42388"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Iceland","ISL","21777019.5454545","137623885.401034","259492906.001325","497840208.655744","982838857.576991","1053984747.41902","1137786226.9088","1281719745.06511","1234479272.21212","1475424000.637","1789560106.68889","1864629356.25367","1766370350.81122","1511093939.04733","1747944210.11073"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","India","IND","1530081479.30847","4855823760.41456","11087136638.1313","19468397452.3488","55656176269.5649","55630271996.3794","56474927954.145","62062473601.1539","64038815632.8816","69236555820.6106","80782233054.7817","82359026084.9171","86372858748.975","81058157535.5952","96307365993.7959"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Indonesia","IDN","144219178.082192","819993880.171667","632043065.079998","2352916662.2592","24831638885.9927","27204824728.5807","27000110633.6782","25869532175.6824","27188913087.0444","29467341923.5804","32126211510.2825","33033533547.9116","35446533214.9267","33660668458.62","37713203479.9985"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Iran, Islamic Rep.","IRN","694026743.963936","6281310246.69891","4366623178.56751","4402561063.41552","22967632964.4234","20879309783.4203","15671028384.4052","13234722827.3332","10940067505.146","14780360544.1977","17660163362.6104","12479323251.1438","9785261467.83786","8000012360.41997","12009983020.6041"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Iraq","IRQ","","1191278000","8174526451.61292","2210731892.43335","8533582564.44442","10076828492.7258","10744553275.9177","10447154584.048","7601863535.49102","7591899282.40271","8545740162.3311","10378202521.2428","10693615298.8155","8379903101.0067","9467956151.31035"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Ireland","IRL","188077700.159149","1030715856.93478","2200540961.31301","3721376849.60841","12976875129.6094","12299384921.3931","11990310178.239","11855563519.9697","10211841587.3169","10363701041.9901","11182321908.3878","12406015508.2274","12343974682.7625","12758455763.7722","15226469271.0911"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Isle of Man","IMN","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Israel","ISR","446989547.316667","1948129411.76471","3392504101.27963","7641228439.31012","14137484498.4398","13545731048.7673","15811498081.5371","16536284828.0895","16155201046.349","17084171415.2345","19549172398.5375","20444293938.9853","22230544957.8554","22752468918.832","26726547893.8104"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Italy","ITA","3888414107.8067","18489845397.92","35002650630.252","46377353210.999","89965155366.7795","81176930644.7446","83933570941.4327","83557152992.8803","71094475818.3077","69078574819.9472","77739564141.4711","86559839428.448","78132724659.9667","73977796168.2713","82644080010.9527"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Jamaica","JAM","34644504.2712108","171089937.368349","178975543.103007","484283517.110695","895458230.080392","921732394.326525","873448791.904013","835084776.512264","755960058.236208","728155614.659928","757270966.261902","834975907.279131","804041989.669175","697910526.146026","743932861.618276"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Japan","JPN","6090687780.3917","38716324984.2992","128871163965.003","151470256758.647","196614012946.978","203570168148.708","166456641800.237","149749216216.096","130374714854.65","139583992039.096","137054004476.552","138896999884.292","141020141028.14","138356316487.415","135877190270.206"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Jordan","JOR","19092411.0893307","165733593.152064","228817943.649239","358168365.455224","1025729816.04213","1076123196.23015","1153913833.93465","1209763970.67346","1243459601.93907","1265763266.03314","1267662529.87851","1159955478.41342","1175995917.66025","1201781761.84934","1293170980.49604"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Kazakhstan","KAZ","","","","630373209.687534","6279402506.51736","7449823715.86659","7715978384.41459","7168876505.45215","4963874879.3627","3922581790.30944","4395883385.0282","4478032372.45502","5190177250.72478","5093380127.13372","5645573738.5135"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Kenya","KEN","60516480.8305315","359214177.830306","515236680.886911","645127096.892047","2078467401.16077","2625885528.041","2844350768.53045","3030017914.01598","3077920855.7712","3594666339.00309","3919527406.43362","4423015595.62792","4810836139.13589","4818442105.83566","5293812407.41872"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Kiribati","KIR","","3668804.37258027","3136183.74834127","6667981.1572356","15360800.4125838","17530268.1714641","18539630.2374976","20512803.3171084","21435466.9070693","19407359.500446","21914418.3016555","22358933.8015541","22745303.4410845","20590470.0295919","22939152.6442308"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Korea, Dem. People's Rep.","PRK","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Korea, Rep.","KOR","238383565.172592","1944105493.63713","8209426500.50866","16501974222.4894","52393170545.6073","53092809267.6704","62946864525.1696","68545995169.6272","68206017300.7487","62501475353.1214","59739394159.3106","65166495357.348","63968863006.3992","63699756244.1367","70322481121.6374"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Kosovo","XKX","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Kuwait","KWT","96975640.4421732","736670382.537921","906775316.666667","2303671794.69915","5201526159.4203","5844720507.32405","5978561671.36811","5686841918.48207","4059569192.42273","3898188447.53393","4449638097.69205","4992887768.50994","4927653511.23189","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Kyrgyz Republic","KGZ","","","","40175881.1397147","395475040.88341","461449723.301812","439604954.845875","358028387.943038","337041257.325028","368975487.275347","395000653.414245","400913446.174734","427869228.40539","397873590.735227","414972631.588744"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Lao PDR","LAO","","","15580077.4109502","14943674.5097867","121495584.358428","134869305.276424","330972126.600168","331699412.944529","360220055.743422","397943078.376873","422553504.603334","453538621.449943","461383029.537771","466545103.00523","462266362.311754"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Latvia","LVA","","","","395296075.492453","1222147925.51723","1623660824.48733","1846817080.32108","1360141892.67723","1215103805.56488","1186281692.10675","1179426170.07704","1235090745.025","1290122502.26979","1318639253.96367","1491156611.68178"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Lebanon","LBN","","","64960582.7702149","298883202.321725","567534910.245074","784245889.333194","979894561.682986","997875905.013532","1037837221.58109","1056919874.18169","1109187473.63841","1129568114.08279","1061686595.13513","644009693.329718","466870745.895364"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Lesotho","LSO","2461540.10807784","22233179.2501284","40395040.1510632","81285102.9179516","268510956.098808","241429651.508505","217519611.357376","208170782.769663","192878530.116916","167142827.163991","173356702.180994","179573771.257046","174098834.193736","157405499.527582","178295268.200053"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Liberia","LBR","","","","30131400","83197480.32","92584970.4","105250788.36","105871063.2","107862970.62","114097557.36","113013974.1","109278625.68","108549550.02","105700159.5","120670200"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Libya","LBY","","","","","1020084611.30453","1908501746.42815","1540987557.77353","1218106275.17117","1050263345.60295","1067527705.72138","1449999859.23935","1644295974.7622","1497068869.11736","1081369974.42146","922727736.311541"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Liechtenstein","LIE","2080628.11874704","12347794.9373345","32825716.9549171","57203590.3392137","138789432.435463","116603916.14658","156497121.69782","164561534.117864","158084048.427749","183301018.305497","206658389.710191","211828078.613184","191966261.00902","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Lithuania","LTU","","","","645532140.235936","1966641253.15137","1787628849.10538","1866544253.13686","1873616719.80527","1533935088.75191","1605271308.49025","1721171079.99517","1958577151.57763","2051643207.79476","2143526495.62242","2480346522.94224"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Luxembourg","LUX","27481504.6389673","270835749.758587","447471746.843746","718985121.508093","1869351049.67823","2029454248.25024","2235286063.60834","2339898347.70269","2040568530.79059","2002983077.99927","2087526849.97657","2347103795.14689","2305620176.04429","2506152635.51242","2927472437.72107"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Macao SAR, China","MAC","","","85499515.7087644","162379346.864526","605558833.653439","712494674.52659","889872804.876521","987535295.958193","1227892095.20547","1284513728.69253","1264623031.34258","1225471768.69926","1341266794.82931","1330941286.65789","1358693851.94651"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Madagascar","MDG","31048015.5749319","190843878.543573","75408539.4458756","95616338.5690701","291437002.555211","301490933.368552","249603760.27726","253199586.639936","226611395.090854","236693010.613261","265408957.672689","276631061.047815","283136037.802763","263473416.553287","294781477.139758"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Malawi","MWI","9549982.06852273","28444772.8112303","44098977.610026","76992771.9315863","387321629.325786","286378768.120632","257656499.594376","406216846.856806","352993702.817405","250071806.227992","406327949.941243","449149466.678363","501146251.645611","554728905.337366","573111341.48716"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Malaysia","MYS","190593949.790932","1133134273.5082","1728232836.70376","3697212315.78947","16201070295.49","16159985849.1441","19030916595.2585","16608071683.677","13923431585.1537","13160047157.0346","13739384043.4015","15002188580.1899","14022331278.8404","12845603667.6934","14104673433.5544"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Maldives","MDV","","","8335315.0125628","21389201.1190265","84263522.3920963","145601036.907737","110949388.1921","113384608.356235","158218440.660074","160295210.948833","174323898.941881","191442152.750151","201037544.711769","136977019.265954","195961504.924326"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Mali","MLI","12498998.8102843","59173892.8589674","62168310.2411005","84715485.9930738","556455967.250494","517613378.710869","509839309.234914","615120362.510082","479136065.855951","418389294.691795","564989122.620329","659299739.32692","690161806.559566","726217982.395392","825274083.638316"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Malta","MLT","15637349.2477272","39799232.6436044","93103752.8029177","152565014.792755","739871406.1804","652778604.651163","682019005.896429","751183872.188419","481483228.136004","502326240.543987","564770387.444275","662649787.317209","683691660.358713","640051263.967922","761149563.119098"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Marshall Islands","MHL","","","","9870338.31","20369728.0703535","21224334.4647043","23320144.3034031","24787329.2623888","27622450.7733479","30023811.4169427","31969878.310011","33825213.9956678","36554537.25","37447895.5896769","37412229.0225674"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Mauritania","MRT","11099895.0814287","50032444.9889687","65155310.2507163","53474224.5177528","193653130.014443","191544547.817746","205973574.936644","185779740.37691","175412158.179948","184072828.07155","196411924.699115","217848152.706327","233518045.308361","243182982.81813","288602855.023528"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Mauritius","MUS","","47670835.3395885","81550846.0322266","158451301.982506","373060161.63868","379350628.951747","434902480.017197","626712849.753116","576539922.468459","597443442.809756","661132784.631716","712534071.620536","704642496.511478","554329792.181848","558095068.370268"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Mexico","MEX","1048053597.87648","5762350308.69566","5557808846.04992","28470359484.1787","58551883209.3888","59082344446.2729","57220904637.9771","66183884581.5072","59407164319.1111","51169849046.4612","51097236314.6291","50896791584.221","52722500528.8768","45139872762.2805","53035474843.0926"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Micronesia, Fed. Sts.","FSM","","","","56555013.88425","75814471.52714","80954639.94768","80977867.08757","81437778.63469","88809430.1316","91443619.35766","98427001.92001","97397422.91042","108290927.89","107369403.52","105178751.06187"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Moldova","MDA","","","","72786894.1103236","663594276.960089","665397659.574971","514612085.130617","630295594.351537","415740395.314529","413255061.110082","476394118.489536","550660733.775131","665610977.815353","678880876.002503","778749162.557257"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Monaco","MCO","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Mongolia","MNG","","","186271738.84","62589663.3254313","398317572.271101","732791136.063262","659348249.127346","663664157.01776","509778325.912624","500245993.781665","451712031.997235","546496780.660285","578101755.753972","551501645.879685","597334582.763334"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Montenegro","MNE","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Morocco","MAR","130179586.187136","1042720219.0723","1465943774.79587","2095147856.10766","5182349349.18849","5006678410.82935","5479193385.28344","6070396726.26483","5652584209.82559","5721346724.44556","6069148988.85677","6522118877.91521","6602871551.71519","6249773818.5494","7327930132.94763"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Mozambique","MOZ","","","","130142073.298044","684421773.742936","815394431.197265","910066321.907646","942262424.318161","842014971.054338","629540722.951274","690761194.010157","783276192.589287","813106139.97183","739314223.872454","831109940.464677"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Myanmar","MMR","9528308.52246292","15619413.5228108","23373077.6309619","20230193.3457042","398471758.150623","535100746.225623","667840364.58365","809974944.0142","922501400.029154","1000766594.84915","1138724728.9269","1158314883.80087","1096058834.52219","1261444880.25164","1046096528.84741"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Namibia","NAM","","185350517.019722","252714286.166564","257010297.680049","1019086961.52273","1080397834.68074","1053964743.97514","1102708788.95996","1009375137.06192","937502654.958889","1129285245.42315","1175244620.04452","1091172150.5652","939862981.73159","1076906742.1136"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Nauru","NRU","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Nepal","NPL","12855839.9083457","29376499.2499999","83725470.7735264","110836469.378891","713957258.442698","662630926.033563","624038414.149709","692000953.565156","714436357.747846","718451839.724061","846260389.766614","963808857.647164","998846880.514884","978321260.600567","1055139594.78175"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Netherlands","NLD","1982114487.12486","11181154883.6178","15785758798.2573","16930940877.0617","43614036401.3177","45212268391.9875","42575173132.3211","42832852657.8448","36281583565.2737","38314617495.9422","38441655086.3893","43771287086.8955","41907634492.4732","41361371896.197","46535054512.5115"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","New Caledonia","NCL","40361584.9137203","133010126.486297","10506447.1429386","14481392.1356097","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","New Zealand","NZL","239639819.462493","860702567.071996","2877486404.11164","3362658630.83475","11294612011.7984","12445869421.9965","13515224807.5252","14239162818.3503","12687979427.8143","13469088320.7741","14655918052.6856","15057048832.1004","15341204578.7696","15336475857.4852","18099871339.652"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Nicaragua","NIC","15733456.3665714","55659221.0185263","35422649.904929","135836141.359217","389729921.281824","414764501.161523","428399979.694857","468733896.917818","502975939.229842","518727267.258308","536042565.673576","507294629.308598","497339653.692294","482191574.516408","537687205.774644"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Niger","NER","6940085.08621557","49211744.4214615","84872045.4663254","67056583.9540107","353503658.814541","364522211.933885","442057977.197957","586874119.169965","382780232.321986","291694018.538744","281538297.48915","439165741.521927","441565294.134614","430985933.947693","497552574.226729"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Nigeria","NGA","185714245.688786","2028570257.61438","670610518.481813","538055760.119","3327346021.80004","3754151375.1616","4201897467.59523","4717697864.73709","4080469989.61475","3365576495.33793","3096152020.42726","3419405226.23752","3684317049.41595","3539652396.23417","3602999647.79807"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","North Macedonia","MKD","","","232232332.155477","151284713.224386","336911611.202868","311639041.679743","345215330.349473","364443910.848902","318609492.510509","334969173.440233","354956204.903017","397173675.151188","393044536.954009","388799344.263706","431740895.823125"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Northern Mariana Islands","MNP","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Norway","NOR","635262876.42274","3126316002.59152","6519311788.10486","9892125132.25923","29680658411.0293","34991834413.4078","34830688270.3469","34231022794.434","25615279573.8743","25942438226.4374","27430667260.4463","29135946831.6093","28154926854.6007","25408638912.0883","33946846000.1084"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Oman","OMN","6803935.68514518","183198619.571511","307258314.694409","693279381.621151","3384364411.2441","3805370497.63375","3959418274.37467","4177129806.23115","3732472994.6425","3682526313.83931","5047659922.64948","5621109399.85856","5338136010.38003","4592050696.84149","5340740883.00086"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Pakistan","PAK","99932158.0252302","350584615.954545","741721706.842426","1740750896.73838","3053270991.16794","3716516068.55567","4349051644.1797","4482099899.53312","5175177018.23217","6250010507.66818","6775230927.19697","7109735616.06899","6392221557.80842","5980004251.79184","6971294424.37927"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Palau","PLW","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Panama","PAN","59060283.1","189782388","284214082","545359822.229023","917622280.4","1055360163.2","1195392632","1275886203.2","1417942786.4","1505575246","1634917166.06204","1691346917.08444","1754569600","1463422800","1659316400"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Papua New Guinea","PNG","39298177.4597478","171548665.971084","213646724.97725","227892053.493924","1122835931.96963","1393666533.5477","1348371552.818","1573818235.96327","1471623937.03944","1416514885.89212","1538301923.57626","1620970460.87749","1635801427.83764","1626880123.43931","1759476909.54173"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Paraguay","PRY","","","","376265848.082895","1565341652.58777","1554266208.10704","1660104971.20067","1598160370.38943","1299252221.49427","1163116649.54566","1247959777.27891","1274642374.17273","1195477488.37949","1102675441.51106","1233772672.35851"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Peru","PER","227123821.092079","484521795.64014","669562042.598256","1595648937.83893","3690729893.61316","4332393084.62239","5132793589.69613","5923483198.30927","5863359494.69711","5983857188.64935","6795831394.74454","6876995535.69081","7430835716.99383","7414149386.4712","7281745307.84758"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Philippines","PHL","204874807.063944","618957097.684852","1120118945.91433","2353039667.54389","4774718344.17209","5351156177.96764","5838097376.2212","6104494449.94233","6282995118.37866","6513828318.88488","6710826697.02898","7062235718.34551","7627759596.1746","7160649954.04333","7510397902.03533"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Poland","POL","","","3346360640.32867","7977940776.53574","24280048602.6732","23010036941.5016","23826237039.7209","24671255338.7108","21257079376.4001","20644991260.6757","22359658546.5993","24844640859.4247","25879569981.6284","26129918420.0289","29338059894.6009"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Portugal","PRT","270595435.329498","869942054.465359","2596082619.88469","5789900298.08422","12394918065.0485","9582819970.94201","11508869666.4774","11448071246.656","9278534636.59051","9795753270.92484","10690215392.0721","10866568866.0704","10723872452.9437","10343764359.6166","11496432254.1827"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Puerto Rico","PRI","344066714.0625","915290881.766364","1848413554.4931","3656251377.45784","6002259365.88882","6237158832.49844","6335010989.20057","5933750160.76556","6003137885.67323","6036188695.10098","5955485035.44142","5830561255.7568","6103454682.24268","6081340309.75501","6346307406.94441"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Qatar","QAT","8618614.21281422","183106703.302066","161165686.348916","337672730.38704","3377539284.86464","4044040759.85649","4602513015.37906","5065080864.28871","3930249162.02267","3611046384.72327","3711803573.82501","4273113977.77248","4197736571.47503","3461634342.74857","4332080551.95081"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Romania","ROU","","","1010175636.36364","1043933564.42029","5460998531.65386","4950416101.14758","5413129090.28295","5922011543.04244","5217140864.93744","5170997664.06574","6189388843.51207","7714487142.65271","8425341990.89667","8426143346.0394","9509489016.42722"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Russian Federation","RUS","","","20115448302.2868","8970411757.76347","70585854423.4211","76117581212.0103","79207301554.4075","74693325848.0098","48505035441.9913","45163791989.74","67703186750.3806","71676185820.2279","72680470700.6007","64469283358.5326","76943674208.8296"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Rwanda","RWA","4840000.132","28901037.1967805","89803659.3005623","68544376.3629206","273648374.788546","298899870.76244","328883405.810997","305688886.986561","278000341.885484","259725845.492407","265534944.387705","265218467.358922","274604852.586336","262030882.533498","273757026.850888"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Samoa","WSM","","","3200050.05412427","","30366439.909525","31643812.8465884","32658493.7634032","32516707.1385516","34252413.481292","34990520.1055974","36418901.0884998","36010658.3541147","37190189.8854087","35547004.5222033","35126459.5324231"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","San Marino","SMR","","","","","","","","","","","51413290.2178259","58442398.7113107","54328505.3038293","52489078.1077353",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Sao Tome and Principe","STP","","","","","12926947.8469866","8535741.9428048","15399663.6992821","12257435.7504343","10963262.0667332","12056423.7949049","13033091.5756666","14349912.5785622","14822191.381015","16618275.8265493","18525912.2655842"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Saudi Arabia","SAU","113019179.262419","4328113997.60122","6955900599.83261","13682998165.5796","48932394167.3697","53678188668.8235","54630003610.1637","55540333674.9225","48258830948.6664","47476427675.9356","50251863760.4083","59234989604.6832","58317035697.2074","51539005238.603",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Senegal","SEN","56394445.0064494","193936318.744575","290408210.22901","181224410.150547","760555745.96321","746208050.030468","845496164.11939","992561153.030659","826978031.189675","925001376.398359","1018176605.3046","1123227683.41178","1136851091.64687","1192345021.34319","1349041458.09222"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Serbia","SRB","","","","301839552.272824","2121962146.57987","1757798062.51116","1907238561.21857","1813556890.74397","1473449179.80086","1432067417.82126","1555448367.11269","1756105226.82695","1802794879.62676","1913921302.52903","2243744586.47587"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Seychelles","SYC","697681.18708919","10473715.9256993","28079053.3830501","30503761.270958","34615999.8053469","27457150.1904171","39288562.4658437","52448306.2639749","57440127.7714914","62439724.3120613","66146908.0402133","69668262.2076298","72562860.1207222","54948512.6433598","63151617.8401041"
